,Unnamed: 0,Review_ID,URL,Brand,Variety,Style,Country,Stars,Top Ten,Blurb
645,645,2828,https://www.theramenrater.com/2018/05/25/2828-yumyum-tem-tem-tom-yum-seafood/,Yum Yum,Tem Tem Tom Yum Seafood,Cup,Thailand,4,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, coriander, carved squid, kamaboko, narutomaki and fishball. The noodles came out nicely – decent backbone but not a hard crumble to them. The broth is where the strength is – great spiciness and lemongrass hit – crisp and edgy. The seafood taste is right where it should be. Included vegetables hydrated very well. 4.0 out of 5.0 stars."
646,646,2827,https://www.theramenrater.com/2018/05/24/2827-myojo-ippei-chan-aurora/,Myojo,Ippei-chan Yomise-no-Yakisoba Aurora Sauce Flavor,Tray,Japan,2.75,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, spring onion and white onion. The noodles were great – just what I expect from the Ippei-chan series. The flavor… Well, it’s definitely smacking of mayonnaise and ketchup, what we call here in the United States as fry sauce. Just doesn’t seem right. I could see it with yakitori perhaps, sure – but with noodles it just seems wrong to me somehow. I will give it this – it’s unique. Maybe I’m just too much of an adherent to the classic yakisoba. 2.75 out of 5.0 stars. JAN bar code 4902881436557."
647,647,2826,https://www.theramenrater.com/2018/05/24/2826-acecook-chicken-dashi-udon/,Acecook,Chicken Dashi Udon,Cup,Japan,4.5,,Finished (click to enlarge). The udon is very soft and plentiful. A wide and flat shape and slight chew. The broth was very good. A kind of chicken and soy with the very slightest of fish notes. Included bits were welcome – definitely a comfortable one for the winter months. 4.5 out of 5.0 stars.  JAN bar code 4901071278786.
648,648,2825,https://www.theramenrater.com/2018/05/23/2825-yum-yum-tom-yum-kung/,Yum Yum,Instant Noodles Tom Yum Kung Flavor,Pack,Thailand,5,,"Finished (click to enlarge). Added shrimp, coriander and Salad Cosmo mung bean sprouts. The noodles are soft here with no crumble. There’s a lot of them and they are of decent quality. The broth is sharp and strong with chilli strength and lemongrass crispness. This is a great taste of Thailand. 5.0 out of 5.0 stars. EAN bar code 8850250002994."
649,649,2824,https://www.theramenrater.com/2018/05/23/2824-nissin-cup-noolde-chili-chili-chili-tomato/,Nissin,Cup Noodle Chili Chili Chili Tomato,Cup,Japan,4,,"Finished (click to enlarge). Noodles are thin and flat as per usual. The broth’s flavor is definitely a very spicy tomato one. Very rich and flavorful. The inclusion of cabbage, chunks of pork and other niceties round everything out and make it a hard one to put down. 4.0 out of 5.0 stars. .  JAN bar code 4902105242735."
650,650,2823,https://www.theramenrater.com/2018/05/22/2823-wei-lin-hell-spicy-beef-noodle/,Wei Lih,Hell Spicy Dry Noodle With Soup,Pack,Taiwan,4.25,,Finished (click to enlarge). The noodles are great – nice gauge and chew. They have a mind of salty and meaty taste to them and a whole lot of spicy hit. The broth was enjoyable too with a good overall salty taste and ample bits of meat and vegetables. A great sip and slurp combo set. 4.25 out of 5.0 stars.
651,651,2822,https://www.theramenrater.com/2018/05/22/2822-nagatamien-shio-ramen/,Nagatanien,Chanko Shio Ramen,Box,Japan,5,,"Finished (click to enlarge). Added spring onion, narutomaki, Salad Cosmo mung bean sprouts and shichimi togarashi. The noodles are awesome – great chew and mouthfeel – very yellow noodle with a lighter gauge. The broth is very strong and rich even with the 700ml water called for. Definitely a winner. 5.0 out of 5.0 stars.  JAN bar code 4902388014593."
652,652,2821,https://www.theramenrater.com/2018/05/21/2821-baijia-broad-sour-fish/,Sichuan Baijia,Broad Noodle Sour Soup Fish Flavor,Pack,China,4.5,,"Finished (click to enlarge). Added spring onion, tofu and Salad Cosmo mung bean sprouts. The broad noodle is perfect here – hot too chewy and not too thin. The broth is like a torrential downpour of strong taste – Sichuan peppercorn heat and an almost lemony hit to it with a good oiliness. The included vegetables were just right. 4.5 out of 5.0 stars. EAN bar code 6926410332767."
653,653,2820,https://www.theramenrater.com/2018/05/21/2820-maruchan-qtta-tonkotsu/,Maruchan,QTTA Tonkotsu,Cup,Japan,3.5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, spring onion, chashu pork, and shichimi togarashi. The noodles are nice in this one – kind of round and a bit extra backbone. The broth is very thick, almost gravylike – and salty. The inclusion of the the kikurage is appreciated. 3.5 out of 5.0 stars.  JAN bar code 4901990337908."
654,654,2819,https://www.theramenrater.com/2018/05/20/2819-world-o-noodle-asam-laksa/,World O Noodle,Asam Laksa Flavour Instant Noodles,Pack,Malaysia,3.75,,"Finished (click to enlarge). Added Dodo fishball, coriander and Salad Cosmo mung bean sprouts. The noodles are good – nice gauge and soft chew. The broth has that nice little spicy kick and sour notes. Basic and good. 3.75 out of 5.-0 stars. EAN bar code 4894514002744."
655,655,2818,https://www.theramenrater.com/2018/05/20/2818-nissin-donbei-green-curry-udon-cup-noodles/,Nissin,Donbei Green Curry Udon,Cup,Japan,4.75,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, tofu puff and coriander. The udon is thick and soft. I really enjoyed it with this green curry broth – I’ve had these udon with other broths and not found them as much to my liking, but here they shine. The broth is thick and giving great salty green curry flavor. Bits of broccoli in there among other bits. Really a nice green curry – spicy, but not strong overpowering spiciness. 4.75 out of 5.0 stars. JAN bar code 4902105241301."
656,656,2817,https://www.theramenrater.com/2018/05/06/2817-liangchengmei-30s-hot-bird-noodle/,Liangchengmei,30 Second Hot Bird Noodle,Box,China,3.75,,"Finished (click to enlarge). Well, well, well,. The noodles are great – thick, nice chew and great quantity. The flavor is pretty spot on with another noodle with a chicken that’s exceedingly spicy. Heat level? Oh yeah – this isn’t no mamby pamby stuff – it’s mean. Garnish is worthy. Very happy this was discovered and enjoyed it! 3.75 out of 5.0 stars. EAN bar code 6928988766661."
657,657,2816,https://www.theramenrater.com/2018/05/05/2816-nissin-top-ramen-hot-spicy-beef/,Nissin,Top Ramen Hot Spicy Beef Ramen Noodle Soup,Pack,United States,3,,"Finished (click to enlarge). Added cilantro, hard boiled egg and shichimi togarashi. The noodles are decent – very standard instant variety with a good gauge and soft chew. The broth has a very thin character however a pleasant salty beef and spicy taste to it. 3.0 out of 5.0 stars. UPC bar code 070662010129."
658,658,2815,https://www.theramenrater.com/2018/05/04/2815-sapporo-ichiban-pokemon-shoyu-ramen/,Sapporo Ichiban,Pokemon Shoyu Ramen,Cup,Japan,3.5,,"Finished (click to enlarge). The noodles hydrated well and were light. The broth was a salty shoyu – nothing really amazing. The fish cake really jumped the shark here – perfect for kids. My  son’s exact words were, ‘that’s a lot of Pikachu fish cake!’ 3.5 out of 5.0 stars. JAN bar code 4901734024057."
659,659,2814,https://www.theramenrater.com/2018/05/03/2814-little-couples-q-noodle-taiwan-sauce-taste/,Little Couples Q Noodle,Taiwan Sauce Taste,Pack,Taiwan,4.5,,Finished (click to enlarge). Great noodles with nice chew and mouthfeel here. The flavor seems kind of like a gingery offshoot of the oyster sauce variety with a little more gusto. It got my mind going as flavors bounced around. Intriguing. 4.5 out of 5.0 stars. EAN bar code 4712928250035.
660,660,2813,https://www.theramenrater.com/2018/05/02/m2813-little-couples-q-noodle-oyster/,Little Couples Q Noodle,Oyster Sauce Taste,Pack,Taiwan,3.5,,"Finished (click to enlarge). This one was vexing to me. The noodles are excellent; slightly chewier than expected. The flavor is a light, sweet and salty oyster sauce hit. But that’s all, and while there’s nothing wrong with that really, it just gets kind of boring. 3.5 out of 5.0 stars. Well garnished it would great, but standing alone it just doesn’t stand up as well as others did. EAN bar code 4712928250028."
661,661,2812,https://www.theramenrater.com/2018/05/01/2812-little-couples-q-noodle-fried-garlic-taste/,Little Couples Q Noodle,Fried Garlic Taste,Pack,Taiwan,5,,Finished (click to enlarge). Added fried garlic and spring onion. Noodles had a great gauge and chew to them. Flavor was on point – very savory – just the perfect combo of garlic and saltiness. Now we’re talkin’! 5.0 out of 5.0 stars.  EAN bar code 4712928250011.
662,662,2811,https://www.theramenrater.com/2018/04/30/2811-little-couples-q-noodle-taiwan-soybean-taste/,Little Couples Q Noodle,Taiwan Soybean Taste,Pack,Taiwan,2.75,,Finished (click to enlarge). Added spring onion and fried onion. Noodles were extremely chewy even after 8 minutes of hard boiling. The flavor started off but leapt into a bitterness I didn’t enjoy. 2.75 out of 5.0 stars. EAN bar code 4712928250189.
663,663,2810,https://www.theramenrater.com/2018/04/29/2810-little-couples-q-noodle-spicy-taste/,Little Couples Q Noodle,Spicy Taste,Pack,Taiwan,3.75,,"Finished (click to enlarge). Added Spring onion, fried garlic and Sichuan pepper powder. The noodles are quite nice – a little on the chewier side. The flavor is definitely a salty Sichuan peppercorn hit with a slightly bitter back. 3.75 out of 5.0 stars. EAN bar code 4712928250097."
664,664,2809,https://www.theramenrater.com/2018/04/29/2809-acecook-shrimp-tempura-soba/,Acecook,Shrimp Tempura Soba,Cup,Japan,0.5,,Finished (click to enlarge). The noodles re kind of funky – they’re buckwheat soba which I’m generally not a huge fan of. The broth is overly salty. The bits of kamaboko were so-so. I this is karma – yesterday I did three reviews that all got 5 stars and were really great. Today we have two I abhor. 0.5 out of 5.0 stars.  JAN bar code 4901071245085.
665,665,2808,https://www.theramenrater.com/2018/04/29/2808-super-cup-white-curry/,Super,Super Cup Signature White Curry,Cup,Malaysia,0.25,,"Finished (click to enlarge). Added Dodo fish ball, Salad Cosmo mung bean sprouts, coriander, hard boiled egg, tau pok and fried onion. The noodles are great – good gauge and chew for a steeped instant. The flavor however. I really think that someone really dropped the ball on this one. You see, in order to have a level playing field, I have to treat each review the same way. This means following the printed directions on the packaging. If someone really thinks that this is good without broth, that’s great, but I sure don’t. It’s a hot mess and way too salty for man or beast. I know this would have been good if it didn’t say to be drained. Extremely disappointed. Somebody should be fired.  0.25 out of 5.0 stars. EAN bar code 9555037200592."
666,666,2807,https://www.theramenrater.com/2018/04/28/2807-maruchan-gotsumori-shio-wonton-ramen/,Maruchan,Gotsumori Shio Wonton Ramen,Bowl,Japan,5,,"Finished (click to enlarge). Added spring onion and Salad Cosmo mung bean sprouts. The noodles were very plentiful and hydrated well. The broth was just out of sight – had a nice heartiness and a good chicken taste./ Top that off with the wontons which. to my chagrin, are plentiful. Just a nice and happy stick to your ribsy kind of taste fest here. 5.0 out of 5.0 stars. JAN bar code 4901990338318."
667,667,2806,https://www.theramenrater.com/2018/04/27/2806-nissin-cup-noodles-light-seafood-flavour/,Nissin,Cup Noodles Light Seafood Flavour,Cup,Hong Kong,5,,"Finished (click to enlarge). Noodles are a little different – slightly flatter and bouncier I thought. The flavor is definitely seafoody – small amount of broth, but Cup Noodles varieties are kind of that way when put in a bowl. Looks a little more logical in a cup. The winner here is the sheer amount of vegetables and seafood. It’s never-ending! This is way better than the regular Hong Kong seafood Cup Noodles I think – it’s just amazing and wonderful – and surprisingly, healthier! 5.0 out of 5.0 stars.  EAN bar code 4897878860012."
668,668,2805,https://www.theramenrater.com/2018/04/26/2805-maruchan-umaitsuyu-tempura-soba/,Maruchan,Umaitsuyu Tempura Soba,Cup,Japan,3.75,,"Finished (click to enlarge). Added nanami togarashi and Salad Cosmo organic mung bean sprouts. The noodles are thin and a little on the soft side. The broth is salty and full of bonito taste for sure. Included garnish of kamaboko, spring onion and tempura was pretty good. I liked how the broth had a good level of thickness to it. 3.75 out of 5.0 stars.  JAN bar code 4901990336338."
669,669,2804,https://www.theramenrater.com/2018/04/25/2804-acecook-chinese-style-yakisoba/,Acecook,Chinese Style Yakisoba,Tray,Japan,3.5,,Finished (click to enlarge). Added Salad Cosmo mung bean sprouts. The noodles came out well – nice gauge and chew. The flavor was a kind of overly salted one with a lots of greasiness. Not to say it was bad though – I liked it. The included vegetables were pretty good as well. 3.5 out of 5.0 stars.  JAN bar code 4901071207410.
670,670,2803,https://www.theramenrater.com/2018/04/24/2803-world-o-noodle-curry/,World O Noodle,Curry Flavour Instant Noodle,Pack,Malaysia,4.25,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, Dodo fishball, tau pok and coriander. The noodles came out just right – nice spring, good quantity. The broth was strong – salty and curry and a nice spicy level. Missed Malaysian curry! 4.25 out of 50 stars. EAN bar code 4894514002683."
671,671,2802,https://www.theramenrater.com/2018/04/23/2802-nissin-cup-noodles-black-pepper-crab/,Nissin,Cup Noodles Black Pepper Crab Flavour Potato Chips,Pack,Hong Kong,5,,"Finished (click to enlarge). The chips are of reasonable size. They are crisp but not hard and easily chewed. The flavor is very good – a kind of sweet crab and black pepper flavor. For a snack, these get 5.0 out of 5.0 stars. EAN bar code 4897053640163."
672,672,2801,https://www.theramenrater.com/2018/04/22/2801-myojo-bbq-yakisoba/,Myojo,Ippei-chan Yomise-no Yakisoba Barbeque Sauce Flavor With Mayonnaise,Tray,Japan,5,,"Finished (click to enlarge). Added spring onion, shichimi togarashi, chashu pork and Salad Cosmo mung bean sprouts. The noodles are great and there’s enough for a couple people. The flavor is a nice barbeque sauce taste. The mayonnaise gives it a good lick of greasiness which moves things about easier. Supplied garnish of cabbage and meat was spot on. The McRib of yakisoba.5.0 out of 5.0 stars. JAN bar code 4902881419192."
673,673,2800,https://www.theramenrater.com/2018/04/21/2800-vedan-original-beef-flavor-noodle/,Vedan,Original Beef Flavor Noodle,Pack,Taiwan,4.5,,"Finished (click to enlarge). Added spring onion and Salad Cosmo mung bean sprouts. Good noodles – nice gauge to them . Quantity was fine and chew was good too. The broth was… tasty! A lot of the time these varieties with retort pouches have a lighter broth. This one delivered nicely. Finally, the meat was pretty good, although on the dry side. 4.5 out of 5.0 stars.  EAN bar code 4710110226608."
674,674,2799,https://www.theramenrater.com/2018/04/20/2799-maruchan-kitsune-soba/,Maruchan,Kitsune Soba,Bowl,Japan,0.25,,Finished (click to enlarge). Added Salad Cosmo mung bean sprouts and shichimi togarashi. Noodles had a kind of chew that seemed like they would do so much better dry than in soup. The broth was so salty and strong that it was just kind of gross to me. The saving grace of the kitsune was the only thing keeping this from the stripey hole. 0.25 out of 5.0 stars. JAN bar code 4901990529211.
675,675,2798,https://www.theramenrater.com/2018/04/15/2798-indomie-mi-goreng-taiwan/,Indomie,Instant Noodles Mi Goreng Fried Noodles (Taiwan Only Version),Pack,Indonesia,5,,"Finished (click to enlarge). Added mung bean sprouts. The noodles have that standard gauge with a slight backbone which works so well. The flavor is great as always – sweet, spicy, salty, just right. I will use the y-word here. Yummy. 5.0 out of 5.0 stars.  EAN bar code 8994963000783."
676,676,2797,https://www.theramenrater.com/2018/04/14/2797-nissin-chikin-ramen-shoyu-flavor/,Nissin,Chikin Ramen Shoyu Flavor,Pack,Japan,5,,"Finished (click to enlarge). Added egg. This really reminds me of my childhood. Noodles are light and flavorful without being a salt explosion. Classic, simple, and distinguished. 5.0 out of 5.0 stars. JAN bar code  4902105104583."
677,677,2796,https://www.theramenrater.com/2018/04/13/2796-mikes-mighty-good-craft-ramen-beef-pho/,Mike's Mighty Good Craft Ramen,Beef Pho Flavor Rice Noodle Soup,Pack,United States,5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, and green onion. The rice noodles are awesome. They smelled great as they cooked. The broth ended up a happy, thick mess of wonderfulness. I’ve had my share of bad instant pho. Happy to say this isn’t one of them. The dish really swings; someone who loves pho and wants to make it featuring their favorite aspects made this. 5.0 out of 5.0 stars.  UPC bar code 081567702149."
678,678,2795,https://www.theramenrater.com/2018/04/12/2795-mikes-mighty-good-tonkotsu/,Mike's Mighty Good Craft Ramen,Pork Tonkotsu Flavor Ramen Soup,Cup,United States,1.5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts spring onion, hard boiled egg, chashu pork and shichimi togarashi. The noodles are great – nice gauge and chew. The broth on the other hand was definitely not to my liking. It had a very acrid hit to it that I haven’t expoerienced in tonkotsu before. 1.5 out of 5.0 stars.   UPC bar code 081567702170."
679,679,2794,https://www.theramenrater.com/2018/04/11/2794-mikes-mighty-good-craft-kimchi/,Mike's Mighty Good Craft Ramen,Vegetarian Kimchi Flavor Ramen Soup,Pack,United States,4,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts and spring onion. The noodles came out nicely – good gauge and chew to them as usual. The broth has a decent kimchi taste – not too strong, not too mellow. Worked very well. Oiliness was nice too. 4.0 out of 5.0 stars.  UPC bar code 081567702101."
680,680,2793,https://www.theramenrater.com/2018/04/10/2793-mikes-mighty-good-chicken/,Mike's Mighty Good Craft Ramen,Chicken Flavor Ramen Soup,Cup,United States,3.75,,"Finished (click to enlarge). Added spring onion, Salad Cosmo mung bean sprouts, hard boiled egg, and baked chicken. The noodles were good here – a little more of a chew and they seem to have a serrated edge; something I don’t know if I’ve seen before but thought I may have seen in the previous cups by this manufacturer. The broth has a nice chicken flavor. 3.75 out of 5.0 stars.  UPC bar code 081567702156."
681,681,2792,https://www.theramenrater.com/2018/04/09/2792-mikes-mighty-tonkotsu/,Mike's Mighty Good Craft Ramen,Spicy Pork Tonkotsu Flavor Ramen Soup,Pack,United States,3.75,,"Finished (click to enlarge). Added spring onion, Salad Cosmo mung bean sprouts, hard boiled egg, chashu pork and shichimi togarashi. The noodles came out very well and had a nice chew. The broth made me think more spicy pork than spicy pork tonkotsu. Not saying it was bad, but I didn’t get the creaminess I was hoping for. 3.75 out of 5.0 stars. UPC bar code 081567702125."
682,682,2791,https://www.theramenrater.com/2018/04/08/2791-mikes-mighty-good-vegetarian-vegetable/,Mike's Mighty Good Craft Ramen,Vegetarian Vegetable Ramen Soup,Pack,United States,5,,"Finished (click to enlarge). Noodles came out quite nicely – good chew and gauge. The broth was kind of a vegetable and Western hot and sour affair with tart notes, sweet ones and a generally kind, giving disposition. The amount of vegetables was admirable and it all came together in a very good way. 5.0 out of 5.0 stars.  UPC bar code 081567702163."
683,683,2790,https://www.theramenrater.com/2018/04/07/2790-mikes-mighty-good-savory-miso/,Mike's Mighty Good Craft Ramen,Savory Miso Flavor Ramen Soup,Pack,United States,4.25,,"Finished (click to enlarge). Added Salad Cosmo organic mung bean sprouts, corn, spring onion and chashu pork. The noodles were very good – thick with a decent backbone and outer squish to them which gave a good mouthfeel. The broth seemed less of a miso to me and more of a vegetable tonkotsu. I was happy about this as I expected to be inundated with red miso but that was not the case. 4.25 out of 5.0 stars.  UPC bar code 081567702132."
684,684,2789,https://www.theramenrater.com/2018/04/06/meet-manufacturer-2789-mikes-mighty-good-craft-ramen-spicy-beef-flavor-ramen-soup/,Mike's Mighty Good Craft Ramen,Spicy Beef Flavor Ramen Soup,Cup,United States,4,,"Finished (click to enlarge). Added Salad Cosmo organic mung bean sprouts, hard boiled egg, spring onion and shichimi togarashi. The noodles are just awesome. They seem to have a ever-so-slightly lighter tooth than the pack version. Seemed more comfort food like. The broth has a nice thickness to it which I honestly didn’t expect. Definitely a rich beefy kind of flavor and the spicy level was respectable. 4.0 out of 5. 0 stars. UPC bar code 081567702187."
685,685,2788,https://www.theramenrater.com/2018/04/05/meet-manufacturert-2788-mikes-mighty-good-craft-ramen-fried-garlic-chicken-flavor-ramen-soup/,Mike's Mighty Good Craft Ramen,Fried Garlic Chicken Flavor Ramen Soup,Pack,United States,4.5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, baked chicken, fried garlic, spring onion and hard boiled egg. Noodles are very good – nice backbone and chew to them and definitely have a ‘premium tooth.’ The broth was exactly as mentioned on the package. It has a strong chicken flavor and an easily distinguished fried garlic taste as well which was a nice start. It did seem, however, that the sesame oil in there was kind of jockeying for position a little bit. Either way, this was impressive for a start for this Meet The Manufacturer series. 4.5 out of 5.0 stars.  UPC bar code 081567702118."
686,686,2787,https://www.theramenrater.com/2018/04/04/2787-samyang-foods-mala-buldak-bokkeummyun-bowl/,Samyang Foods,Mala Buldak Bokkeummyun,Bowl,South Korea,3.5,,"Finished (click to enlarge). Added Chinese sausage, spring onion, and Salad Cosmo mung bean sprouts. The noodles are standard gauge ramyun. The flavor is indeed spicy (nowhere near 4x) but respectably spicy – it would make my wife die. Has a bit of the regular BB taste and Sichuan pepper and other tastes going on. Included vegetables were good. 3.5 out of 5.0 stars. EAN bar code 8801073211391."
687,687,2786,https://www.theramenrater.com/2018/04/03/2786-acecook-pork-kimchi-oil-soba/,Acecook,Supercup Big Pork Kimchi Oil Yakisoba,Tray,Japan,3,,"Finished (click to enlarge). Added spring onion and Salad Cosmo mung bean sprouts. The noodles were of decent quality and very large quantity. It tastes like kimchi oil; that’s about it,.. Kind of disappointing. 3.0 out of 5.0 stars. JAN bar code 4901071207441."
688,688,2785,https://www.theramenrater.com/2018/04/02/2785-yum-yum-green-curry-export/,Yum Yum,Authentic Thai Style Instant Noodles Green Curry Flavour,Pack,Thailand,5,,"Finished (click to enlarge). Added Dodo fish ball, hard boiled egg, Salad Cosmo mung bean sprouts and coriander. The noodles have that trademark Thai crumble to them with a nice backbone which gives a great mouthfeel. The broth is a mellow green curry with rich taste and good oiliness. 5.0 out of 5.0 stars. EAN bar code 8852018250029."
689,689,2784,https://www.theramenrater.com/2018/04/01/2784-samyang-jjajang-buldak-bokkeummyun/,Samyang Foods,Jajang Buldak Bokkeummyun,Pack,South Korea,4,,Finished (click to enlarge). The noodles come out very well – thick and chewy. They have a great ramyun gauge and good mouthfeel. The flavor is jjajang for sure – thick black bean sauce augmented with that trademark Buldak Bokkeummyun sweet spiciness as well. Vegetables hydrated perfectly and went well with it. 4.0 out of 5.0 stars. EAN bar code 8801073113909.
690,690,2783,https://www.theramenrater.com/2018/03/31/samyang-foods-hot-chicken-flavor-squid/,Samyang Foods,Buldak Bokkeummyun Squid,Pack,South Korea,3.75,,"Finished (click to enlarge). Indeed, this is very chewy. It has a strong and spicy flavor of Samyang Foods Buldak Bokkeummyun. The squid as you chew imparts its own flavor – which is good. Also, although chewy and dehydrated it isn’t overly dry. For a snack I give this 3.75 out of 5.0 stars. EAN bar code 8801073910140."
691,691,2782,https://www.theramenrater.com/2018/03/30/2782-mr-noodle-black-vinegar/,Mr. Noodle,Black Vinegar With Spicy Taste,Pack,Taiwan,2,,"Finished (click to enlarge). Added fried onion and black pepper. The noodles are excellent – not too soft, not too chewy. The flavor seemed a little muted – I did get the black vinegar but that was about it. The subtlety was kind of lost on me. 2.0 out of 5.0 stars. EAN bar code 4713106500058."
692,692,2781,https://www.theramenrater.com/2018/03/29/2781-mr-noodle-onions-mushroom/,Mr. Noodle,Onions Mushroom Spice Taste Noodle,Pack,Taiwan,4.5,,Finished (click to enlarge). Added crispy fried onion. The noodle cook up nice and fluffy with a decent chew as well. The flavor was really good – not in your face strong and not salty. Flecks of vegetable were here and there and were a very nice touch. 4.5 out of 5.0 stars.  EAN bar code 4713106500010.
693,693,2780,https://www.theramenrater.com/2018/03/28/2780-mr-noodle-pesto-sesame/,Mr. Noodle,Pesto Sesame Noodles,Pack,Taiwan,2,,Finished (click to enlarge). Added coriander. The noodles were very thick and chewy. The sesame paste and what seemed to be a basil oil didn’t seem to jibe right to me. There was a kind of bitterness to it. 2.0 out of 5.0- stars. EAN bar code 4713106500034.
694,694,2779,https://www.theramenrater.com/2018/03/28/2779-mr-noodle-barbecue-sauce-curry/,Mr. Noodle,Barbecue Sauce Curry,Pack,Taiwan,5,,"Finished (click to enlarge). Added spring onion, hard boiled egg and fried onion. The noodles came out nicely – great gauge and feel. The flavor was quite good. The curry isn’t bang pow in your face but subtle and savory – very respectably so I would say. I was hoping for a strong curry and what I got was a different kind of curry I enjoyed thoroughly. 5.0 out of 5.0 stars. EAN bar code 4713106500027."
695,695,2778,https://www.theramenrater.com/2018/03/28/2778-mr-noodle-spicy-sesame-paste/,Mr. Noodle,Spicy Sesame Paste Noodles,Pack,Taiwan,3.25,,Finished (click to enlarge). Added spring onion. The noodles are thick and very chewy – even after a six-minute boil. The Sesame paste coats throughout and soy flavor is very abundant. 3.25 out of 5.0 stars.  EAN bar code 4713106500065.
696,696,2777,https://www.theramenrater.com/2018/03/25/2777-mr-noodle-sichuan-flavor-spicy/,Mr. Noodle,Sichuan Flavor Spicy Hot Noodles,Pack,Taiwan,3.5,,"Finished (click to enlarge). Added hard boiled egg, spring onion and fried garlic. The noodles came out nicely – a gauge and chew I’m familiar with. The centerline of the noodle seems slightly thicker while the side are thinner, giving it a multi-textural property which offers excellent mouthfeel. The flavor is of soy sauce, peppery sauce and oil. 3.5 out of 5.0 stars. EAN bar code 4713106500041."
697,697,2776,https://www.theramenrater.com/2018/03/24/2776-maruchan-tonjiru-udon/,Maruchan,Tonjiru Udon,Bowl,Japan,4.75,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, spring onion and hard boiled egg. The udon was as expected – soft and tender with extra thick gauge. The broth was very thick – stew-like in fact. It had a kind of tangy pork miso taste to it which was very satisfying. The included garnish was very good – a little bits of tofu and bits of pork in there. 4.75 out of 5.0 stars. JAN bar code 4901990529167."
698,698,2775,https://www.theramenrater.com/2018/03/23/2775-vifon-garlic-flavour-instant-noodle-soup/,Vifon,Garlic Flavour Instant Noodles,Pack,Poland,2,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, spring onion and hard boiled egg. The noodles came out very poorly after 3 minutes, but a bit more and they were more done. The broth was so-so; it had garlic flavor to it, but it smelled tastier than it was. Overall disappointing. 2.0 out of 5.0 stars. EAN bar code 8934561244639."
699,699,2774,https://www.theramenrater.com/2018/03/22/2774-nissin-cup-noodles-yuzu-flavor/,Nissin,Cup Noodle Yuzu,Cup,Japan,3.5,,"Finished (click to enlarge). Noodles were extra thin and light – they worked well here. The broth indeed had a citrus taste – a little fish taste as well. It worked well enough, however it was very odd. I wonder how it would be as a cold noodle soup? Lots of fish cake and egg throughout. 3.5 out of 5.0 stars. JAN bar code 4902105242216."
700,700,2773,https://www.theramenrater.com/2018/03/22/2773-vedan-minced-pork-noodle/,Vedan,Minced Pork Noodle,Pack,Taiwan,3.5,,Finished (click to enlarge). Noodles came out well enough – nice gauge and a lightness to them I enjoyed. The broth was a bit better than expected. A nice taste of pork and just strong enough to hold muster. The oiliness was alright as well. 3.5 out of 5.0 stars.  EAN bar code 4710110226899.
701,701,2772,https://www.theramenrater.com/2018/03/21/2772-happy-noodle-minced-beef/,Happy Noodle,Noodles With Minced Beef Sauce In Spicy Oil & Pickled Mustard Greens,Box,Taiwan,4,,"Finished (click to enlarge). Noodles are sturdy and have just a perfect chew and mouthfeel. The meat and vegetables were alright. I found myself wishing there was a little more saltiness. Also, and this is kind of nit picky I’ll admit, when stirring everything up, I found things didn’t distribute freely, leaving plenty of gaps in flavor throughout. This still didn’t keep me from thoroughly enjoying this one. Nice flavor and premium quality. 4.0 out of 5.0 stars.  No bar code."
702,702,2771,https://www.theramenrater.com/2018/01/04/2771-nissin-u-f-o-japanese-sauce-flavour/,Nissin,UFO Fried Ramen Japanese Sauce Flavour,Tray,Indonesia,5,,"Finished (click to enlarge). Added coriander, hard boiled egg, fishball and Salad Cosmo mung bean sprouts. The noodles came out very well – nice gauge and chew. The flavor was a sweet and tasty one – definitely a fusion of yakisoba sauce and Southeast Asian influences. The mayo was a nice spicy one and the crunchy bits were very good – spicy too! An excellent yakisoba. 5.0 out of 5.0 stars.  EAN bar code 8992718853561."
703,703,2770,https://www.theramenrater.com/2018/03/21/2770-sapporo-ichiban-bbq-yakisoba/,Sapporo Ichiban,Barbeque Yakisoba,Tray,Japan,4.5,,Finished (click to enlarge). Added spring onion and Salad Cosmo mung bean sprouts. The noodles were fluffy and pretty decent. The flavor was a kind of barbeque flavor – kind of had that grilled kind of hit to it which was nice. The cabbage was plentiful and crunchy and the bits o’ beef were a nice touch. 4.5 out of 5.0 stars.  JAN bar code 4901734017554.
